"catalogStandard","canonicalLessonId","slug","grade","declaredStandards","domain","unit","positionWithinUnit","positionMeaning","objective","exists","registered","technicalQa","curriculumApproval","productionRelease","planningEligible","roadmapCheckmark","checkpoints","relationship","mismatches","combinedStandardCandidates","sources","sourceVersion"
"RF.1.2d","sound-stretchers","sound-stretchers","1st Grade","RF.1.2d","Foundational Skills","G1.U2","1","roadmap-standard-row-not-approved-lesson-order","I can stretch a word and say every sound in order!","true","true","unknown","unknown","unknown","false","true","g1-unit-2-exam; sound-stretchers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sound-stretchers.ts; docs/UNIT_ROADMAP.md:95","27754a933dee9b2144bdca2e8e2a6c9d072e2ddee3a9629658054dd4234735f8"
"RF.1.4b","smooth-reader","smooth-reader","1st Grade","RF.1.4b","Foundational Skills","G1.U2","2","roadmap-standard-row-not-approved-lesson-order","I can read a story out loud with a good pace and expression.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-2-exam; smooth-reader-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/smooth-reader.ts; docs/UNIT_ROADMAP.md:96","8084fafaa26f16906dfaf84dc613eb9d90d21b87a8f8818cd77bb94e1741f80b"
"RF.1.4c","check-and-fix","check-and-fix","1st Grade","RF.1.4c","Foundational Skills","G1.U2","3","roadmap-standard-row-not-approved-lesson-order","I can stop, check, and fix a word that does not make sense.","true","true","unknown","unknown","unknown","false","true","check-and-fix-quiz; g1-final; g1-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/check-and-fix.ts; docs/UNIT_ROADMAP.md:97","31f319a71193cc297d4e6bd78569c2f50075e510cd4cbebe82b0930458d4a3cf"
"L.1.4","word-toolbox","word-toolbox","1st Grade","L.1.4","Language","G1.U1","8","roadmap-standard-row-not-approved-lesson-order","I can use tools to figure out what a tricky word means.","true","true","unknown","unknown","unknown","false","true","g1-unit-1-exam; word-toolbox-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-toolbox.ts; docs/UNIT_ROADMAP.md:87","c624ea31baa6927159ef6cb65284fba0d1b28df3433a40e3f568328dfb105f53"
"L.1.4a","sentence-clues","sentence-clues","1st Grade","L.1.4a","Language","G1.U1","9","roadmap-standard-row-not-approved-lesson-order","I can use the other words in a sentence to figure out what a tricky word means.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-1-exam; sentence-clues-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sentence-clues.ts; docs/UNIT_ROADMAP.md:88","66c1a8ec8ae03828791b9c8f066bdd954e3e24dec3bd1b664bf83b9e3d884902"
"L.1.4b","prefix-power","prefix-power","1st Grade","L.1.4b","Language","G1.U1","10","roadmap-standard-row-not-approved-lesson-order","I can use word parts like un-, re-, and -ful to help me understand new words.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-1-exam; prefix-power-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/prefix-power.ts; docs/UNIT_ROADMAP.md:89","109c17087ae5d5d7051a0c4fde209785e8434e39fdd1b20ea7aff6906510c01f"
"L.1.4c","word-changers","word-changers","1st Grade","L.1.4c","Language","G1.U2","8","roadmap-standard-row-not-approved-lesson-order","I can find the root word and use endings like s, ed, and ing.","true","true","unknown","unknown","unknown","false","true","g1-unit-2-exam; word-changers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-changers.ts; docs/UNIT_ROADMAP.md:102","9f4b5c0123fb638358cddf9ebd2f9acf8ae58b46770135578f2a964162ea978c"
"L.1.5","just-right-words","just-right-words","1st Grade","L.1.5","Language","G1.U2","9","roadmap-standard-row-not-approved-lesson-order","I can pick the word that fits just right.","true","true","unknown","unknown","unknown","false","true","g1-unit-2-exam; just-right-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/just-right-words.ts; docs/UNIT_ROADMAP.md:103","c828ae5742f38be5ed706a4018ec99314e5a6136310d338671bc5ef66995c252"
"L.1.5a","category-captain","category-captain","1st Grade","L.1.5a","Language","G1.U2","10","roadmap-standard-row-not-approved-lesson-order","I can sort words into categories and tell why they belong.","true","true","unknown","unknown","unknown","false","true","category-captain-quiz; g1-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/category-captain.ts; docs/UNIT_ROADMAP.md:104","93f7652b30bc7f074d7774f8e05f494a20e100569c337603e6dc17f582582a3e"
"L.1.5b","what-is-it","what-is-it","1st Grade","L.1.5b","Language","G1.U3","8","roadmap-standard-row-not-approved-lesson-order","I can tell what a word means by naming its group and one special thing.","true","true","unknown","unknown","unknown","false","true","g1-unit-3-exam; what-is-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/what-is-it.ts; docs/UNIT_ROADMAP.md:117","27e5163928c0e886502000c069694762eb8f961d754da48554343164a61f9385"
"L.1.5c","words-in-real-life","words-in-real-life","1st Grade","L.1.5c","Language","G1.U3","9","roadmap-standard-row-not-approved-lesson-order","I can connect words to real things, places, and moments in my world.","true","true","unknown","unknown","unknown","false","true","g1-unit-3-exam; words-in-real-life-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-in-real-life.ts; docs/UNIT_ROADMAP.md:118","c872181912987fb1366f733396d47febfd22f6de90c922b5fceab8adea9b5aca"
"L.1.5d","strong-words","strong-words","1st Grade","L.1.5d","Language","G1.U3","10","roadmap-standard-row-not-approved-lesson-order","I can pick the verb that matches how it happened.","true","true","unknown","unknown","unknown","false","true","g1-unit-3-exam; strong-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/strong-words.ts; docs/UNIT_ROADMAP.md:119","898929f2680a692c3a02c86611f1c160ceb160fc375c4b0108b7b52c7906affe"
"L.1.6","words-we-use","words-we-use","1st Grade","L.1.6","Language","G1.U4","8","roadmap-standard-row-not-approved-lesson-order","You will use joining words like because, and, but, and so to connect your ideas.","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; words-we-use-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-we-use.ts; docs/UNIT_ROADMAP.md:132","ffea98bb7e33a064015dc70edb54257cdd67440887930c9702d12776caafb504"
"RL.2.1","ask-and-answer-g2","ask-and-answer-g2","2nd Grade","RL.2.1","Literature","G2.U1","4","roadmap-standard-row-not-approved-lesson-order","I can ask and answer who, what, where, when, why, and how questions and prove each answer with the story's words.","true","true","unknown","unknown","unknown","false","true","ask-and-answer-g2-quiz; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/ask-and-answer-g2.ts; docs/UNIT_ROADMAP.md:155","8a6810d1fe0b4b8063221aae1b341d3602ad5c22b2676fc41ce2f13a5f61471d"
"RL.2.2","fable-tellers","fable-tellers","2nd Grade","RL.2.2","Literature","G2.U1","5","roadmap-standard-row-not-approved-lesson-order","I can read a whole fable, retell it in order, and find the moral it teaches.","true","true","unknown","unknown","unknown","false","true","fable-tellers-quiz; g2-final; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fable-tellers.ts; docs/UNIT_ROADMAP.md:156","ab317db3d022116ef27cdcede0e4ae2a125de263f2473a2deb64deca9dd96307"
"RL.2.3","character-challenges","character-challenges","2nd Grade","RL.2.3","Literature","G2.U1","6","roadmap-standard-row-not-approved-lesson-order","I can describe how a character responds to major events and challenges in a story.","true","true","unknown","unknown","unknown","false","true","character-challenges-quiz; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/character-challenges.ts; docs/UNIT_ROADMAP.md:157","495de2e8ca7bef7e16166c4dbde8ffdde0af36842abc570c260f852deb63ed64"
"RL.2.4","word-music","word-music","2nd Grade","RL.2.4","Literature","G2.U2","4","roadmap-standard-row-not-approved-lesson-order","I can describe how words and phrases give a poem rhythm and meaning.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; word-music-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-music.ts; docs/UNIT_ROADMAP.md:173","7a7fc1e8d160772e22ac28d519b44638f3fa1a275949793014d518a52262a40c"
"RL.2.5","story-shape","story-shape","2nd Grade","RL.2.5","Literature","G2.U2","5","roadmap-standard-row-not-approved-lesson-order","I can describe how a story's beginning introduces it and its ending concludes the action.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-2-exam; story-shape-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/story-shape.ts; docs/UNIT_ROADMAP.md:174","e6f8834b9b6ae1409176df38e8c6731626410061cf9a4bff60d3287f3e61349f"
"RL.2.6","two-ways-to-see","two-ways-to-see","2nd Grade","RL.2.6","Literature","G2.U2","6","roadmap-standard-row-not-approved-lesson-order","I can notice when two characters feel differently about the same thing and tell who feels what.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; two-ways-to-see-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/two-ways-to-see.ts; docs/UNIT_ROADMAP.md:175","6a856b68eb942b1fe9ef40ff2bcdb21531b1913ed93b259d58f6839c1c1f6966"
"RL.2.7","pictures-tell-more","pictures-tell-more","2nd Grade","RL.2.7","Literature","G2.U3","4","roadmap-standard-row-not-approved-lesson-order","I can use the words and the pictures together to understand a story.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; pictures-tell-more-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/pictures-tell-more.ts; docs/UNIT_ROADMAP.md:191","42a3ab3ad65426749a9b6dc3a12078a3eadf7ee124283ac2fa0d0efa7478e1cd"
"RL.2.9","one-story-two-ways","one-story-two-ways","2nd Grade","RL.2.9","Literature","G2.U3","5","roadmap-standard-row-not-approved-lesson-order","I can compare two versions of the same story and tell what stays the same and what changes.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; one-story-two-ways-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/one-story-two-ways.ts; docs/UNIT_ROADMAP.md:192","6463dbe8ca2bf46da2120bbc4a65e51ee903644abca70215b97af42db08a9bc4"
"RL.2.10","the-whole-story","the-whole-story","2nd Grade","RL.2.10","Literature","G2.U3","6","roadmap-standard-row-not-approved-lesson-order","I can read a longer story and understand it using all my reading tools.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; the-whole-story-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-whole-story.ts; docs/UNIT_ROADMAP.md:193","e59d99f623a82b07d951685b2b8815b7aa77773760b04279190823ece6e0d605"
"RI.2.1","fact-finders-ask","fact-finders-ask","2nd Grade","RI.2.1","Informational","G2.U1","7","roadmap-standard-row-not-approved-lesson-order","I can ask and answer who, what, where, when, why, and how questions about a fact book and prove each answer with the book's exact words.","true","true","unknown","unknown","unknown","false","true","fact-finders-ask-quiz; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fact-finders-ask.ts; docs/UNIT_ROADMAP.md:158","a247067702d3ff58768710756b9d07af46ca0f983084e256651090487a6d29db"
"RI.2.2","paragraph-power","paragraph-power","2nd Grade","RI.2.2","Informational","G2.U1","8","roadmap-standard-row-not-approved-lesson-order","I can find the main topic of a whole text and the job of each of its paragraphs.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-1-exam; paragraph-power-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/paragraph-power.ts; docs/UNIT_ROADMAP.md:159","c3e9c387e1b0aee02dc6662ed651490d949f3ff1a298eb5d1f2326bae84ce2a4"
"RI.2.3","chains-and-steps","chains-and-steps","2nd Grade","RI.2.3","Informational","G2.U1","9","roadmap-standard-row-not-approved-lesson-order","I can explain how the steps in a true text connect, and why their order matters.","true","true","unknown","unknown","unknown","false","true","chains-and-steps-quiz; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/chains-and-steps.ts; docs/UNIT_ROADMAP.md:160","520242cb0115bfe4a3c26d1a8f9d626490f5cbb29904378ffb4b934a2d064ad4"
"RI.2.4","science-word-clues","science-word-clues","2nd Grade","RI.2.4","Informational","G2.U2","7","roadmap-standard-row-not-approved-lesson-order","I can use the author's help right in the text to figure out what a topic word means.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; science-word-clues-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/science-word-clues.ts; docs/UNIT_ROADMAP.md:176","607912ed7e4d64165caa8abb832a21d0ed1853c9a0e3ad256a990c33785abca9"
"RI.2.5","find-it-fast","find-it-fast","2nd Grade","RI.2.5","Informational","G2.U2","8","roadmap-standard-row-not-approved-lesson-order","I can use a fact book's tools to find the facts I need fast.","true","true","unknown","unknown","unknown","false","true","find-it-fast-quiz; g2-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/find-it-fast.ts; docs/UNIT_ROADMAP.md:177","96efc118c98169cb0b73abde67ce6d4c898fb6329285f44f602bb1cdedf36561"
"RI.2.6","why-authors-write","why-authors-write","2nd Grade","RI.2.6","Informational","G2.U2","9","roadmap-standard-row-not-approved-lesson-order","I can figure out why an author wrote a text.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-2-exam; why-authors-write-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/why-authors-write.ts; docs/UNIT_ROADMAP.md:178","9db92aaa3b7bda0ac72dd847ca6b994b5b857fab129192dee09d598b1dbccd67"
"RI.2.7","pictures-that-teach","pictures-that-teach","2nd Grade","RI.2.7","Informational","G2.U3","7","roadmap-standard-row-not-approved-lesson-order","I can explain how a picture helps me understand the words in an information book.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; pictures-that-teach-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/pictures-that-teach.ts; docs/UNIT_ROADMAP.md:194","35fcc942e08efb373acee7e2f0c7321d43c9223f964affeb43f19f152fd082ff"
"RI.2.8","hold-it-up","hold-it-up","2nd Grade","RI.2.8","Informational","G2.U3","8","roadmap-standard-row-not-approved-lesson-order","I can describe how an author's reasons hold up the author's point.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; hold-it-up-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/hold-it-up.ts; docs/UNIT_ROADMAP.md:195","bce3f0775b711efc9bfae4bdf928f2d1e114eedcba7bd79bc7af46d1271589c7"
"RI.2.9","book-team-up","book-team-up","2nd Grade","RI.2.9","Informational","G2.U3","9","roadmap-standard-row-not-approved-lesson-order","I can compare the most important points of two books about the same topic.","true","true","unknown","unknown","unknown","false","true","book-team-up-quiz; g2-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/book-team-up.ts; docs/UNIT_ROADMAP.md:196","2395abad5c728c2a97cd9f7a38db498321eca44bdc283c6635900b64e9b162ee"
"RI.2.10","read-to-learn","read-to-learn","2nd Grade","RI.2.10","Informational","G2.U4","3","roadmap-standard-row-not-approved-lesson-order","I can read a real fact book and understand it using all my fact-reading tools.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-4-exam; read-to-learn-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-to-learn.ts; docs/UNIT_ROADMAP.md:208","eeb57bb7708792e1c35f8419893691a25e0a1043e8b3d8f822edef728665ec3f"
"RF.2.3","decoding-champions","decoding-champions","2nd Grade","RF.2.3","Foundational Skills","G2.U1","1","roadmap-standard-row-not-approved-lesson-order","I can pick the right phonics tool and use it to decode long words.","true","true","unknown","unknown","unknown","false","true","decoding-champions-quiz; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/decoding-champions.ts; docs/UNIT_ROADMAP.md:152","263e74d73210581048a572cc40e5e4165967e96219a1e7e9e3e40042080a242b"
"RF.2.3a","long-or-short","long-or-short","2nd Grade","RF.2.3a","Foundational Skills","G2.U1","2","roadmap-standard-row-not-approved-lesson-order","I can hear and see whether a vowel is long or short and read look-alike words correctly.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-1-exam; long-or-short-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-or-short.ts; docs/UNIT_ROADMAP.md:153","c77f8808435bdddb47adcf857fd727c487b9274c189b5dbc54f39e3ecf224013"
"RF.2.3b","team-players","team-players","2nd Grade","RF.2.3b","Foundational Skills","G2.U1","3","roadmap-standard-row-not-approved-lesson-order","I can read words with the vowel teams oo, ow, oi, oy, and aw, even when a team makes two different sounds.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-1-exam; team-players-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/team-players.ts; docs/UNIT_ROADMAP.md:154","1f783006bc7732380807ded54e0768596473811d6c5144da873a2fd8a621a291"
"RF.2.3c","long-vowel-builders","long-vowel-builders","2nd Grade","RF.2.3c","Foundational Skills","G2.U2","1","roadmap-standard-row-not-approved-lesson-order","I can split a two-syllable word, spot its long vowel patterns, and read it.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; long-vowel-builders-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-vowel-builders.ts; docs/UNIT_ROADMAP.md:170","8935a1b80c1095b8d2ef5d0cc188421663146f4edb9af77e4299399b5cd7b950"
"RF.2.3d","prefix-suffix-decoders","prefix-suffix-decoders","2nd Grade","RF.2.3d","Foundational Skills","G2.U2","2","roadmap-standard-row-not-approved-lesson-order","I can decode words with prefixes and suffixes: spot the part, read the base, and snap them together.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-2-exam; prefix-suffix-decoders-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/prefix-suffix-decoders.ts; docs/UNIT_ROADMAP.md:171","8d5ca7475750c069f74c25000056e349bf9af38b0bfecf545af59c6177157d72"
"RF.2.3e","tricky-sound-switchers","tricky-sound-switchers","2nd Grade","RF.2.3e","Foundational Skills","G2.U2","3","roadmap-standard-row-not-approved-lesson-order","I can read tricky letter teams by trying one sound, and flipping to the other sound if the word sounds wrong.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; tricky-sound-switchers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/tricky-sound-switchers.ts; docs/UNIT_ROADMAP.md:172","5bf910e5a5d5f7d45d21d92f38183f660ce92a6a96689024ba772950f6a9d3b6"
"RF.2.3f","heart-words","heart-words","2nd Grade","RF.2.3f","Foundational Skills","G2.U3","1","roadmap-standard-row-not-approved-lesson-order","I can read heart words by sounding out the fair parts and knowing the tricky part by heart.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; heart-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/heart-words.ts; docs/UNIT_ROADMAP.md:188","7df9467e92f01e4b61192416955dedfa956bb924de3e7ba7b420bb692306f537"
"RF.2.4","read-like-you-talk","read-like-you-talk","2nd Grade","RF.2.4","Foundational Skills","G2.U3","2","roadmap-standard-row-not-approved-lesson-order","I can read smoothly, fix my mistakes, and let the end marks tell my voice what to do.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; read-like-you-talk-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-like-you-talk.ts; docs/UNIT_ROADMAP.md:189","ed675d7161b8c6d5b60683d9ad5aeb0b440fc313f7b3460915cc0026b72d62f9"
"RF.2.4a","read-with-your-brain","read-with-your-brain","2nd Grade","RF.2.4a","Foundational Skills","G2.U3","3","roadmap-standard-row-not-approved-lesson-order","I can pick a purpose before I read and check that every line makes sense.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; read-with-your-brain-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-with-your-brain.ts; docs/UNIT_ROADMAP.md:190","2afffe3e3439ad8217f70a12050d6a970999e0a9e671d88b6ef499cdad5e9c38"
"RF.2.4b","read-it-out-loud","read-it-out-loud","2nd Grade","RF.2.4b","Foundational Skills","G2.U4","1","roadmap-standard-row-not-approved-lesson-order","I can read out loud with every word right, a just-right speed, and a voice that shows the feeling.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-4-exam; read-it-out-loud-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-it-out-loud.ts; docs/UNIT_ROADMAP.md:206","9eebf6c9d93018dc188a58cb5f448feb8b2d36149c5915ff65173add4bfb08a1"
"RF.2.4c","click-and-clunk","click-and-clunk","2nd Grade","RF.2.4c","Foundational Skills","G2.U4","2","roadmap-standard-row-not-approved-lesson-order","I can catch a word that clunks, reread to fix it, and check that it clicks.","true","true","unknown","unknown","unknown","false","true","click-and-clunk-quiz; g2-final; g2-unit-4-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/click-and-clunk.ts; docs/UNIT_ROADMAP.md:207","be1f4bf1b25aaeebefdca55107fee68362469337082ab0643b37c9bec2e448ad"
"L.2.4","word-solvers","word-solvers","2nd Grade","L.2.4","Language","G2.U1","10","roadmap-standard-row-not-approved-lesson-order","I can solve unknown words with context clues and test both meanings of double-duty words.","true","true","unknown","unknown","unknown","false","true","g2-unit-1-exam; word-solvers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-solvers.ts; docs/UNIT_ROADMAP.md:161","f9cbd605fe5ee4760b3fa6e2ef09299c603fba4aec6bbf87bcc522d9af1e5fe7"
"L.2.4a","clue-hunters","clue-hunters","2nd Grade","L.2.4a","Language","G2.U1","11","roadmap-standard-row-not-approved-lesson-order","I can use sentence clues to figure out a new word, and name the kind of clue.","true","true","unknown","unknown","unknown","false","true","clue-hunters-quiz; g2-final; g2-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/clue-hunters.ts; docs/UNIT_ROADMAP.md:162","89f4be1d2ab5144430607571669b8cc746a44186845eeee11d59d1898af27cc8"
"L.2.4b","word-math","word-math","2nd Grade","L.2.4b","Language","G2.U1","12","roadmap-standard-row-not-approved-lesson-order","I can figure out a new word by adding the prefix meaning to a word I know.","true","true","unknown","unknown","unknown","false","true","g2-unit-1-exam; g2-unit-2-exam; word-math-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-math.ts; docs/UNIT_ROADMAP.md:163","218441bb612dabc564e355d601bfd5f313d25b01445cb6927d9a6d1e4bc851cb"
"L.2.4c","root-clues","root-clues","2nd Grade","L.2.4c","Language","G2.U1","13","roadmap-standard-row-not-approved-lesson-order","I can use a small root word I know as a clue to a big word's meaning.","true","true","unknown","unknown","unknown","false","true","g2-unit-1-exam; root-clues-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/root-clues.ts; docs/UNIT_ROADMAP.md:164","ead1f6a108c52a587fa75c1d18c30444466e78eab84ff69e35aeb91713659395"
"L.2.4d","word-plus-word","word-plus-word","2nd Grade","L.2.4d","Language","G2.U2","10","roadmap-standard-row-not-approved-lesson-order","I can predict what a compound word means by adding the meanings of its two smaller words.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; word-plus-word-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-plus-word.ts; docs/UNIT_ROADMAP.md:179","7430b31f069f3b91955cf60aa2b7f8364faa798ecb22a309cd25c3253c7d6fa0"
"L.2.4e","look-it-up","look-it-up","2nd Grade","L.2.4e","Language","G2.U2","11","roadmap-standard-row-not-approved-lesson-order","I can use a dictionary or glossary to find what a word means.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; look-it-up-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/look-it-up.ts; docs/UNIT_ROADMAP.md:180","86d36c881ad0d97b3502ad84ed61addc8876f4ea12b6517e983afba7681bf7c9"
"L.2.5","same-and-opposite","same-and-opposite","2nd Grade","L.2.5","Language","G2.U2","12","roadmap-standard-row-not-approved-lesson-order","I can tell when two words mean almost the same and when they are opposites.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; same-and-opposite-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/same-and-opposite.ts; docs/UNIT_ROADMAP.md:181","7ce1c5fbf0de7098d0b09538656f1bab3af08cf98f11e4e0d0dda7d5f27ccdd2"
"L.2.5a","words-in-your-world","words-in-your-world","2nd Grade","L.2.5a","Language","G2.U2","13","roadmap-standard-row-not-approved-lesson-order","I can connect words to the real things they fit and the places where I would use them.","true","true","unknown","unknown","unknown","false","true","g2-unit-2-exam; words-in-your-world-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-in-your-world.ts; docs/UNIT_ROADMAP.md:182","cf37332891ecdbbac466a5299f12f7209d0a7121cdb1686afc5293974568fa3e"
"L.2.5b","word-ladders","word-ladders","2nd Grade","L.2.5b","Language","G2.U3","10","roadmap-standard-row-not-approved-lesson-order","I can tell how family words climb from weakest to strongest and pick the one that fits.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-3-exam; word-ladders-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-ladders.ts; docs/UNIT_ROADMAP.md:197","18868597d87b0e9deb22523fc76cfd074267f9c939d359a0293c2c7ceb4928b2"
"L.2.6","describe-it-better","describe-it-better","2nd Grade","L.2.6","Language","G2.U3","11","roadmap-standard-row-not-approved-lesson-order","I can use describing words, thing helpers and action helpers, to make flat sentences come alive.","true","true","unknown","unknown","unknown","false","true","describe-it-better-quiz; g2-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/describe-it-better.ts; docs/UNIT_ROADMAP.md:198","5fb050df6542205decd1ee052149f0a416f4477751801a394ef571fad25250a7"
"RL.3.1","show-me-where","show-me-where","3rd Grade","RL.3.1","Literature","G3.U1","4","roadmap-standard-row-not-approved-lesson-order","I can answer a question about a story and point to the exact line that proves it.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; show-me-where-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/show-me-where.ts; docs/UNIT_ROADMAP.md:220","c9a75c11deae593d317d265b734cd6d8e0b86b9f4ead8dffa580a56b405d5072"
"RL.3.2","follow-the-message","follow-the-message","3rd Grade","RL.3.2","Literature","G3.U1","5","roadmap-standard-row-not-approved-lesson-order","I can recount a tale in order, name the message it teaches, and explain how the details show that message.","true","true","unknown","unknown","unknown","false","true","follow-the-message-quiz; g3-final; g3-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/follow-the-message.ts; docs/UNIT_ROADMAP.md:221","fe44b03dfb16ed8d71c53b10adc582f5b913d9f542ac5c6c81a1ed4d934929e0"
"RL.3.3","why-they-did-it","why-they-did-it","3rd Grade","RL.3.3","Literature","G3.U1","6","roadmap-standard-row-not-approved-lesson-order","I can describe a character by her trait, her want, and her feeling, and explain how her action caused what happened next.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-1-exam; why-they-did-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/why-they-did-it.ts; docs/UNIT_ROADMAP.md:222","cdb0d6bec85c96fe2c4f0c81f4dfb5104af8a96572500b946995b7ba2052f9d6"
