Folder,Filename,QuestionID,Type,Prompt,Choices,Correct
2-L7,rq3.png,2-L7-R3,reading,"Find a word with 'oa':","snow | slow | show | goat",goat
2-L8,q1.png,2-L8-P1,practice,"I ___ like to go swimming. (sounds like 'wood')","would | could | should | wold",would
2-L8,q2.png,2-L8-P2,practice,"You ___ brush your teeth. (sounds like 'shood')","could | would | should | shoud",should
2-L8,q3.png,2-L8-P3,practice,"We walked ___ the tunnel. (sounds like 'throo')","though | through | threw | thorough",through
2-L8,q4.png,2-L8-P4,practice,"I had ___ cookies. (sounds like 'ee-nuf')","enugh | enogh | enough | enuf",enough
2-L8,q5.png,2-L8-P5,practice,"I'm happy ___ it's my birthday.","becuz | becaus | because | becose",because
2-L8,rq1.png,2-L8-R1,reading,"What do 'could,' 'would,' and 'should' have in common?","Silent K | Silent L | Silent B | Silent W",Silent L
2-L8,rq2.png,2-L8-R2,reading,"Do 'through' and 'enough' sound the same?","Yes, they rhyme | No, the 'ough' sounds different | Yes, same ending | They have no letters in common",No, the 'ough' sounds different
2-L8,rq3.png,2-L8-R3,reading,"What did the tricky words decide to start?","A school | A band | A race | A book",A band
2-L9,q1.png,2-L9-P1,practice,"What does 'disagree' mean?","Agree a lot | Not agree | Agree before | Agree slowly",Not agree
2-L9,q2.png,2-L9-P2,practice,"What does 'preheat' mean?","Heat again | Not heat | Heat before | Heat after",Heat before
2-L9,q3.png,2-L9-P3,practice,"What does 'thankful' mean?","Without thanks | Full of thanks | Thanks before | Not thankful",Full of thanks
2-L9,q4.png,2-L9-P4,practice,"What does 'fearless' mean?","Full of fear | Without fear | Fear before | Very fearful",Without fear
2-L9,q5.png,2-L9-P5,practice,"What does 'softly' mean?","Full of soft | Without soft | In a soft way | Not soft",In a soft way
2-L9,rq1.png,2-L9-R1,reading,"What does 'fearless' mean?","Full of fear | Without fear | Very afraid | Fear again",Without fear
2-L9,rq2.png,2-L9-R2,reading,"What does 'carefully' mean?","Without care | Full of care | In a careful way | Not caring",In a careful way
2-L9,rq3.png,2-L9-R3,reading,"Find a word with the prefix 'dis-':","fearless | prewash | disappear | thankful",disappear
3-L1,q1.png,3-L1-P1,practice,"Which letter is silent in 'know'?","k | n | o | w",k
3-L1,q2.png,3-L1-P2,practice,"Which letter is silent in 'write'?","w | r | i | e",w
3-L1,q3.png,3-L1-P3,practice,"What sound does PH make in 'phone'?","/p/ | /h/ | /f/ | /ph/",/f/
3-L1,q4.png,3-L1-P4,practice,"What vowel sound is in 'night'?","Short i | Long i | Short a | Long a",Long i
3-L1,q5.png,3-L1-P5,practice,"Which word has a silent letter?","stop | plan | knee | fast",knee
3-L1,rq1.png,3-L1-R1,reading,"What is Phillip's hobby?","Writing | Photography | Cooking | Drawing",Photography
3-L1,rq2.png,3-L1-R2,reading,"Find a word with a silent K.","night | know | photo | bright",know
3-L1,rq3.png,3-L1-R3,reading,"What did Phillip see in the sky?","An airplane | A bird | A shooting star | A cloud",A shooting star
3-L2,q1.png,3-L2-P1,practice,"Read: 'Bees are very important. They help flowers grow by spreading pollen. Without bees, we wouldn't have many fruits and vegetables.' What is the main idea?","Flowers need water | Bees are very important | Fruits taste good | Pollen is yellow",Bees are very important
3-L2,q2.png,3-L2-P2,practice,"Read: 'Exercise keeps your body healthy. It makes your heart strong and your muscles big. Even a short walk each day can help.' What is the main idea?","Walking is boring | Exercise keeps your body healthy | Muscles are big | Hearts are important",Exercise keeps your body healthy
3-L2,q3.png,3-L2-P3,practice,"Read: 'The ocean is home to many creatures. Fish, whales, dolphins, and jellyfish all live there. Coral reefs are like underwater cities.' What is the main idea?","Jellyfish are scary | Coral is colorful | The ocean is home to many creatures | Dolphins are smart",The ocean is home to many creatures
3-L2,q4.png,3-L2-P4,practice,"Which is a DETAIL, not a main idea? 'Dogs make great pets. They are loyal and friendly.'","Dogs make great pets | They are loyal and friendly",They are loyal and friendly
3-L2,q5.png,3-L2-P5,practice,"Read: 'Water is essential for life. Humans need about 8 glasses a day. Plants need water to grow. Even desert animals find ways to get water.' Main idea?","Deserts are dry | Plants need sun | Water is essential for life | 8 glasses is a lot",Water is essential for life
3-L2,rq1.png,3-L2-R1,reading,"What is the main idea of this passage?","Octopuses have eight arms | Octopuses can change color | The octopus is an amazing animal | Scientists study the ocean",The octopus is an amazing animal
3-L2,rq2.png,3-L2-R2,reading,"Which is a supporting detail?","Octopuses are amazing | They can change color in less than a second | The ocean is big | Animals are interesting",They can change color in less than a second
3-L2,rq3.png,3-L2-R3,reading,"Why does an octopus change color?","To look pretty | To hide or sneak up on prey | Because it's cold | To attract friends",To hide or sneak up on prey
3-L3,q1.png,3-L3-P1,practice,"'The jubilant fans cheered and danced when their team won.' What does 'jubilant' mean?","Sad | Very happy | Tired | Quiet",Very happy
3-L3,q2.png,3-L3-P2,practice,"'The peculiar noise was strange and unlike anything we'd heard before.' What does 'peculiar' mean?","Loud | Normal | Strange | Quiet",Strange
3-L3,q3.png,3-L3-P3,practice,"'After running five miles, the exhausted runner collapsed on the ground.' What does 'exhausted' mean?","Very tired | Very fast | Very happy | Very strong",Very tired
3-L3,q4.png,3-L3-P4,practice,"'The generous woman donated food, money, and clothes to people in need.' What does 'generous' mean?","Selfish | Mean | Giving and kind | Rich",Giving and kind
3-L3,q5.png,3-L3-P5,practice,"'The frigid wind made everyone shiver and put on heavy coats.' What does 'frigid' mean?","Warm | Very cold | Gentle | Strong",Very cold
3-L3,rq1.png,3-L3-R1,reading,"What does 'apprehensive' mean? (Use context clues!)","Excited | Worried/nervous | Happy | Bored",Worried/nervous
3-L3,rq2.png,3-L3-R2,reading,"What does 'captivated' mean based on the sentence?","Bored | Confused | Very interested | Angry",Very interested
3-L3,rq3.png,3-L3-R3,reading,"What was Olivia's project about?","How plants grow in soil | How plants respond to music | How to make a volcano | How animals sleep",How plants respond to music
3-L4,q1.png,3-L4-P1,practice,"There are 50 states in the United States.","Fact | Opinion",Fact
3-L4,q2.png,3-L4-P2,practice,"Pizza is the most delicious food.","Fact | Opinion",Opinion
3-L4,q3.png,3-L4-P3,practice,"The sun rises in the east.","Fact | Opinion",Fact
3-L4,q4.png,3-L4-P4,practice,"Reading is more fun than math.","Fact | Opinion",Opinion
3-L4,q5.png,3-L4-P5,practice,"Penguins live in cold climates.","Fact | Opinion",Fact
3-L4,rq1.png,3-L4-R1,reading,"Which is a FACT from the story?","Charlotte's Web is the greatest | It was written in 1952 | Harry Potter is better | Books are fun",It was written in 1952
3-L4,rq2.png,3-L4-R2,reading,"Which is an OPINION?","It sold 45 million copies | It was written in 1952 | Charlotte's Web is the greatest ever | Mr. Chen is the teacher",Charlotte's Web is the greatest ever
3-L4,rq3.png,3-L4-R3,reading,"What does Mr. Chen say good readers do?","Only state facts | Only share opinions | Use both facts and opinions | Read every day",Use both facts and opinions
3-L5,q1.png,3-L5-P1,practice,"'Her smile was as bright as the sun.' What technique is this?","Dialogue | Simile | Vivid verb | Sensory detail",Simile
3-L5,q2.png,3-L5-P2,practice,"'The thunder BOOMED across the valley.' What makes this sentence strong?","A simile | A vivid verb (boomed) | Dialogue | A question",A vivid verb (boomed)
3-L5,q3.png,3-L5-P3,practice,"'The warm, gooey chocolate melted on her tongue.' What technique?","Simile | Dialogue | Sensory details | Vivid verb",Sensory details
3-L5,q4.png,3-L5-P4,practice,"'""Run!"" shouted Maria.' What technique?","Simile | Sensory detail | Vivid verb | Dialogue",Dialogue
3-L5,q5.png,3-L5-P5,practice,"Which is more vivid? ","The dog went across the yard | The dog bounded across the yard",The dog bounded across the yard
3-L5,rq1.png,3-L5-R1,reading,"Find a simile in the story.","Rain hammered the roof | Dark as ink | Leaves danced | Dad hollered",Dark as ink
3-L5,rq2.png,3-L5-R2,reading,"Which is a vivid verb from the story?","went | said | hammered | was",hammered
3-L5,rq3.png,3-L5-R3,reading,"What sensory detail tells you how the cocoa felt?","It was brown | It soothed their shivery hands | They drank it | It was in a cup",It soothed their shivery hands
3-L6,q1.png,3-L6-P1,practice,"How many syllables in 'fantastic'?","2 | 3 | 4 | 5",3
3-L6,q2.png,3-L6-P2,practice,"Break apart 'remember':","re-mem-ber | rem-em-ber | remem-ber | r-ememb-er",re-mem-ber
3-L6,q3.png,3-L6-P3,practice,"How many syllables in 'important'?","2 | 3 | 4 | 5",3
3-L6,q4.png,3-L6-P4,practice,"Break apart 'adventure':","ad-ven-ture | adv-en-ture | a-dvent-ure | adven-ture",ad-ven-ture
3-L6,q5.png,3-L6-P5,practice,"What helps you count syllables?","Count the consonants | Count the vowel sounds | Count the letters | Count the words",Count the vowel sounds
3-L6,rq1.png,3-L6-R1,reading,"How many syllables does Sophia count in 'extraordinary'?","4 | 5 | 6 | 7",6
3-L6,rq2.png,3-L6-R2,reading,"What strategy does Sophia use for big words?","Skips them | Guesses | Splits them into syllables | Asks for help",Splits them into syllables
3-L6,rq3.png,3-L6-R3,reading,"What word means 'amazing' and has 4 syllables?","Adventure | Beautiful | Incredible | Fantastic",Incredible
3-L7,q1.png,3-L7-P1,practice,"'Once upon a time, a girl named Lily lived near a forest.' This is the:","Beginning | Middle | End",Beginning
3-L7,q2.png,3-L7-P2,practice,"'Suddenly, Lily heard a strange noise from the cave!' This is the:","Beginning | Middle | End",Middle
3-L7,q3.png,3-L7-P3,practice,"'Lily made it home safely and hugged her family.' This is the:","Beginning | Middle | End",End
3-L7,q4.png,3-L7-P4,practice,"Where do we learn about the characters?","Beginning | Middle | End",Beginning
3-L7,q5.png,3-L7-P5,practice,"Where does the problem usually get solved?","Beginning | Middle | End",End
3-L7,rq1.png,3-L7-R1,reading,"What happens in the BEGINNING?","Biscuit goes home | Zoe finds a lost puppy | Zoe makes posters | Mrs. Park calls",Zoe finds a lost puppy
3-L7,rq2.png,3-L7-R2,reading,"What is the PROBLEM in the middle?","The puppy is mean | No one claims the puppy | Zoe can't find posters | It's raining",No one claims the puppy
3-L7,rq3.png,3-L7-R3,reading,"How is the problem RESOLVED at the end?","Zoe keeps the puppy | The puppy runs away | The owner calls and comes to get Biscuit | Zoe takes Biscuit to a shelter",The owner calls and comes to get Biscuit
3-L8,q1.png,3-L8-P1,practice,"What is the base word in 'celebration'?","cell | celebrate | celeb | bration",celebrate
3-L8,q2.png,3-L8-P2,practice,"What suffix turns 'excite' into 'excitement'?","-tion | -ment | -ness | -ful",-ment
3-L8,q3.png,3-L8-P3,practice,"What does 'kindness' mean?","To be kind again | The quality of being kind | Not kind | Very kind",The quality of being kind
3-L8,q4.png,3-L8-P4,practice,"'Education' comes from the word:","educate | duck | edge | date",educate
3-L8,q5.png,3-L8-P5,practice,"Add -ness to 'dark'. What word?","darkment | darktion | darkness | darkly",darkness
3-L8,rq1.png,3-L8-R1,reading,"Find a word with '-tion':","kindness | excitement | celebration | happiness",celebration
3-L8,rq2.png,3-L8-R2,reading,"Find a word with '-ment':","celebration | excitement | kindness | education",excitement
3-L8,rq3.png,3-L8-R3,reading,"What was Marcus's project about?","Kindness | Happiness | Darkness and light | Education",Darkness and light
3-L9,q1.png,3-L9-P1,practice,"'I saw a star so bright, shining through the night.' Which words rhyme?","saw/star | bright/night | shining/through | I/the",bright/night
3-L9,q2.png,3-L9-P2,practice,"A group of lines in a poem is called a:","Paragraph | Chapter | Stanza | Section",Stanza
3-L9,q3.png,3-L9-P3,practice,"'The silver moon danced across the velvet sky.' This is an example of:","Rhyme | Rhythm | Imagery | Stanza",Imagery
3-L9,q4.png,3-L9-P4,practice,"How are poems different from stories?","They're always funny | They use rhythm and fewer words | They don't have meaning | They're always short",They use rhythm and fewer words
3-L9,q5.png,3-L9-P5,practice,"'Jack and Jill went up the HILL / to fetch a pail of WATER.' What rhymes?","Jack/Jill | Hill/water | Nothing rhymes here | Up/pail",Nothing rhymes here
3-L9,rq1.png,3-L9-R1,reading,"Which words rhyme in the first stanza?","book/world | see/me and car/star | open/waiting | far/fly",see/me and car/star
3-L9,rq2.png,3-L9-R2,reading,"How many stanzas does this poem have?","1 | 2 | 3 | 4",3
3-L9,rq3.png,3-L9-R3,reading,"What is the poem's message?","Reading is boring | Books are expensive | Reading takes you on adventures | Stars are far away",Reading takes you on adventures
3-L10,q1.png,3-L10-P1,practice,"'I couldn't believe my eyes when I saw the rainbow.' This is:","First person | Third person",First person
3-L10,q2.png,3-L10-P2,practice,"'She ran as fast as her legs could carry her.' This is:","First person | Third person",Third person
3-L10,q3.png,3-L10-P3,practice,"'We built the biggest sandcastle on the beach.' This is:","First person | Third person",First person
3-L10,q4.png,3-L10-P4,practice,"Which word tells you a story is first person?","She | They | I | He",I
3-L10,q5.png,3-L10-P5,practice,"'The boy opened his backpack and found a note.' This is:","First person | Third person",Third person
3-L10,rq1.png,3-L10-R1,reading,"In Version 1, how do you know it's first person?","It says 'Alex' | It uses 'I' and 'my' | It says 'he' and 'his' | It's longer",It uses 'I' and 'my'
3-L10,rq2.png,3-L10-R2,reading,"In Version 2, how do you know it's third person?","It uses 'I' | It uses 'we' | It uses 'Alex,' 'he,' and 'his' | It's shorter",It uses 'Alex,' 'he,' and 'his'
3-L10,rq3.png,3-L10-R3,reading,"Do both versions tell the same story?","Yes, just from different viewpoints | No, they're completely different | Only Version 1 is a real story | Only Version 2 is a real story",Yes, just from different viewpoints
