grade,folder,standard_id,question_id,type,expected_path,imagen_brief
1st,1st-grade,RF.1.4b,RF.1.4b-Q3,multiple_choice,images/1st-grade/RF.1.4b/RF.1.4b-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which of these describes how a good reader sounds when they read a story out loud?. Standard RF.1.4b."
1st,1st-grade,RF.1.4b,RF.1.4b-Q5,multiple_choice,images/1st-grade/RF.1.4b/RF.1.4b-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: A teacher asks a student to ""read this story with more expression."" What does the teacher want the student to do?. Standard RF.1.4b."
1st,1st-grade,RF.1.4c,RF.1.4c-Q2,multiple_choice,images/1st-grade/RF.1.4c/RF.1.4c-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: You read the sentence: ""The cat sat on the map."" Which word would make the sentence make more sense?. Standard RF.1.4c."
1st,1st-grade,L.1.4,L.1.4-Q3,multiple_choice,images/1st-grade/L.1.4/L.1.4-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the sentence: 'The boy swung the bat to hit the ball.' What does the word 'bat' mean in this sentence?. Standard L.1.4."
1st,1st-grade,L.1.4,L.1.4-Q6,tap_to_pair,images/1st-grade/L.1.4/L.1.4-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Match each word to its meaning!. Standard L.1.4."
1st,1st-grade,L.1.4a,L.1.4a-Q6,tap_to_pair,images/1st-grade/L.1.4a/L.1.4a-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Match each word to its meaning!. Standard L.1.4a."
1st,1st-grade,L.1.4b,L.1.4b-Q4,multiple_choice,images/1st-grade/L.1.4b/L.1.4b-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What is a teacher?. Standard L.1.4b."
1st,1st-grade,L.1.4b,L.1.4b-Q6,tap_to_pair,images/1st-grade/L.1.4b/L.1.4b-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Match each word to its meaning!. Standard L.1.4b."
1st,1st-grade,L.1.4c,L.1.4c-Q3,multiple_choice,images/1st-grade/L.1.4c/L.1.4c-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: If you want to describe an action happening *right now*, which word would you make from the root word 'jump'?. Standard L.1.4c."
1st,1st-grade,L.1.5,L.1.5-Q4,multiple_choice,images/1st-grade/L.1.5/L.1.5-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: A bird can fly. Which word tells what a fish can do?. Standard L.1.5."
1st,1st-grade,L.1.5a,L.1.5a-Q2,multiple_choice,images/1st-grade/L.1.5a/L.1.5a-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which group does a 'bird' belong in?. Standard L.1.5a."
1st,1st-grade,L.1.5a,L.1.5a-Q4,multiple_choice,images/1st-grade/L.1.5a/L.1.5a-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Look at these words: shirt, pants, shoes. Which word does NOT belong in this group?. Standard L.1.5a."
1st,1st-grade,L.1.5a,L.1.5a-Q5,multiple_choice,images/1st-grade/L.1.5a/L.1.5a-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word best names the group for 'car, bus, train'?. Standard L.1.5a."
1st,1st-grade,L.1.5a,L.1.5a-Q6,category_sort,images/1st-grade/L.1.5a/L.1.5a-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Sort the words — which ones are colors?. Standard L.1.5a."
1st,1st-grade,RF.1.3a,RF.1.3a-Q1,multiple_choice,images/1st-grade/RF.1.3a/RF.1.3a-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word begins with the same sound you hear at the start of 'shoe'?. Standard RF.1.3a."
1st,1st-grade,RF.1.3b,RF.1.3b-Q1,multiple_choice,images/1st-grade/RF.1.3b/RF.1.3b-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the word: fox. Standard RF.1.3b."
1st,1st-grade,RF.1.3b,RF.1.3b-Q2,multiple_choice,images/1st-grade/RF.1.3b/RF.1.3b-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word names a small, furry pet that often says 'meow'?. Standard RF.1.3b."
1st,1st-grade,RF.1.3b,RF.1.3b-Q3,multiple_choice,images/1st-grade/RF.1.3b/RF.1.3b-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Look at the word: **cat**. Which choice tells you about a **cat**?. Standard RF.1.3b."
1st,1st-grade,RF.1.3b,RF.1.3b-Q4,multiple_choice,images/1st-grade/RF.1.3b/RF.1.3b-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the sentence. Which word best completes the sentence? ""I like to eat a sweet _______."". Standard RF.1.3b."
1st,1st-grade,RF.1.3b,RF.1.3b-Q5,multiple_choice,images/1st-grade/RF.1.3b/RF.1.3b-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word best completes the sentence: ""I see a big ____ in the sky."". Standard RF.1.3b."
1st,1st-grade,RF.1.3c,RF.1.3c-Q2,multiple_choice,images/1st-grade/RF.1.3c/RF.1.3c-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What word do you make when you add a Magic E to the end of **hop**?. Standard RF.1.3c."
1st,1st-grade,RF.1.3d,RF.1.3d-Q2,multiple_choice,images/1st-grade/RF.1.3d/RF.1.3d-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: How many syllables are in the word **rabbit**?. Standard RF.1.3d."
1st,1st-grade,RF.1.3d,RF.1.3d-Q3,multiple_choice,images/1st-grade/RF.1.3d/RF.1.3d-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: How many syllables are in the word **butterfly**?. Standard RF.1.3d."
1st,1st-grade,RF.1.3d,RF.1.3d-Q4,multiple_choice,images/1st-grade/RF.1.3d/RF.1.3d-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: How many syllables are in the word 'banana'?. Standard RF.1.3d."
1st,1st-grade,RF.1.3e,RF.1.3e-Q3,multiple_choice,images/1st-grade/RF.1.3e/RF.1.3e-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: How should you break the word **pencil** into syllables?. Standard RF.1.3e."
1st,1st-grade,RF.1.3e,RF.1.3e-Q4,multiple_choice,images/1st-grade/RF.1.3e/RF.1.3e-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which choice shows the word 'happy' correctly broken into its two syllables?. Standard RF.1.3e."
1st,1st-grade,RF.1.3e,RF.1.3e-Q5,multiple_choice,images/1st-grade/RF.1.3e/RF.1.3e-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word below is broken into two syllables correctly to help a reader sound it out?. Standard RF.1.3e."
1st,1st-grade,RF.1.3f,RF.1.3f-Q2,multiple_choice,images/1st-grade/RF.1.3f/RF.1.3f-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word has the -ing ending?. Standard RF.1.3f."
1st,1st-grade,RF.1.3f,RF.1.3f-Q3,multiple_choice,images/1st-grade/RF.1.3f/RF.1.3f-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Yesterday, the boy ________ to the store.. Standard RF.1.3f."
1st,1st-grade,RF.1.3f,RF.1.3f-Q5,multiple_choice,images/1st-grade/RF.1.3f/RF.1.3f-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: When you read the word ""walked,"" what does the ending **-ed** tell you about when the walking happened?. Standard RF.1.3f."
1st,1st-grade,RF.1.3g,RF.1.3g-Q2,multiple_choice,images/1st-grade/RF.1.3g/RF.1.3g-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Look at these words. Which one is a tricky word?. Standard RF.1.3g."
1st,1st-grade,RF.1.3g,RF.1.3g-Q3,multiple_choice,images/1st-grade/RF.1.3g/RF.1.3g-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word says **have**?. Standard RF.1.3g."
1st,1st-grade,RF.1.3g,RF.1.3g-Q4,multiple_choice,images/1st-grade/RF.1.3g/RF.1.3g-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which sentence contains the irregularly spelled word 'were'?. Standard RF.1.3g."
1st,1st-grade,RF.1.3g,RF.1.3g-Q5,multiple_choice,images/1st-grade/RF.1.3g/RF.1.3g-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which of these words is a tricky word?. Standard RF.1.3g."
1st,1st-grade,RF.1.4a,RF.1.4a-Q1,multiple_choice,images/1st-grade/RF.1.4a/RF.1.4a-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What is the main reason the author wrote the story about Lily and her ball?. Standard RF.1.4a."
1st,1st-grade,RF.1.4a,RF.1.4a-Q2,multiple_choice,images/1st-grade/RF.1.4a/RF.1.4a-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What is the main reason you would choose to read 'A book about sharks'?. Standard RF.1.4a."
1st,1st-grade,RF.1.4a,RF.1.4a-Q3,multiple_choice,images/1st-grade/RF.1.4a/RF.1.4a-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read this story: My dog, Max, likes to run fast. He chases squirrels in the park. Max also loves to chew on his squeaky toy. When he is tired, he naps on the soft rug. Max is a fun dog to have! Now, what is this story mo. Standard RF.1.4a."
1st,1st-grade,RF.1.4a,RF.1.4a-Q4,multiple_choice,images/1st-grade/RF.1.4a/RF.1.4a-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read this story: ""Lily loved her little red ball. She threw it up high. Her dog, Max, jumped and caught it! They played all afternoon. Lily giggled when Max brought the ball back."" Why would someone read this story?. Standard RF.1.4a."
1st,1st-grade,RF.1.4a,RF.1.4a-Q5,multiple_choice,images/1st-grade/RF.1.4a/RF.1.4a-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the text about butterflies.Butterflies start as small eggs. The eggs hatch into tiny caterpillars. Caterpillars eat many leaves to grow bigger. Then, a caterpillar makes a chrysalis around itself. Inside the chrysal. Standard RF.1.4a."
1st,1st-grade,RL.1.10,RL.1.10-Q1,multiple_choice,images/1st-grade/RL.1.10/RL.1.10-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read this short story: ""Max loved his dog, Sparky. Sparky had soft brown fur and a wagging tail. Every morning, Max and Sparky went to the park. Max would throw a yellow frisbee, and Sparky would run and catch it. They b. Standard RL.1.10."
1st,1st-grade,RL.1.10,RL.1.10-Q2,multiple_choice,images/1st-grade/RL.1.10/RL.1.10-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read this story: Lily loves to play. She has a big red ball. Lily rolls the ball to her dog, Max. Max barks and runs after the ball. They play in the green park. What does Lily use to play with Max?. Standard RL.1.10."
1st,1st-grade,RL.1.10,RL.1.10-Q4,multiple_choice,images/1st-grade/RL.1.10/RL.1.10-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: After reading the poem 'My Little Dog,' what does the dog in the poem love to do?. Standard RL.1.10."
1st,1st-grade,RL.1.10,RL.1.10-Q5,multiple_choice,images/1st-grade/RL.1.10/RL.1.10-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read this little story:. Standard RL.1.10."
1st,1st-grade,RI.1.10,RI.1.10-Q1,multiple_choice,images/1st-grade/RI.1.10/RI.1.10-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What is one special thing about giraffes?. Standard RI.1.10."
1st,1st-grade,RI.1.10,RI.1.10-Q2,multiple_choice,images/1st-grade/RI.1.10/RI.1.10-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the short text. Then answer the question: Based on the text, what is something true about bugs?. Standard RI.1.10."
1st,1st-grade,RI.1.10,RI.1.10-Q3,multiple_choice,images/1st-grade/RI.1.10/RI.1.10-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: You need to find out one fact about a specific animal in a book. What is the best way to find that fact quickly?. Standard RI.1.10."
1st,1st-grade,RI.1.10,RI.1.10-Q4,multiple_choice,images/1st-grade/RI.1.10/RI.1.10-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which animal can live in the ocean?. Standard RI.1.10."
1st,1st-grade,RI.1.10,RI.1.10-Q5,multiple_choice,images/1st-grade/RI.1.10/RI.1.10-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Based on the passage, what does a tadpole look like?. Standard RI.1.10."
1st,1st-grade,L.1.1,L.1.1-Q3,multiple_choice,images/1st-grade/L.1.1/L.1.1-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Choose the word that best completes the sentence: The birds ___ flying in the sky.. Standard L.1.1."
1st,1st-grade,L.1.1,L.1.1-Q4,multiple_choice,images/1st-grade/L.1.1/L.1.1-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Yesterday, Mom ___ a big cake.. Standard L.1.1."
1st,1st-grade,L.1.1,L.1.1-Q5,multiple_choice,images/1st-grade/L.1.1/L.1.1-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word best completes the sentence: The ______ puppy wagged its tail.. Standard L.1.1."
1st,1st-grade,L.1.2,L.1.2-Q2,multiple_choice,images/1st-grade/L.1.2/L.1.2-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which sentence ends with the correct mark?. Standard L.1.2."
1st,1st-grade,L.1.2,L.1.2-Q4,multiple_choice,images/1st-grade/L.1.2/L.1.2-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which sentence correctly uses the ending mark for a question?. Standard L.1.2."
2nd,2nd-grade,RL.2.1,RL.2.1-Q2,multiple_choice,images/2nd-grade/RL.2.1/RL.2.1-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What object did Leo use to play fetch with Biscuit?. Standard RL.2.1."
2nd,2nd-grade,RL.2.1,RL.2.1-Q4,multiple_choice,images/2nd-grade/RL.2.1/RL.2.1-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What did Grandpa and Tomas do right after they finished building the birdhouse?. Standard RL.2.1."
2nd,2nd-grade,RL.2.1,RL.2.1-Q5,multiple_choice,images/2nd-grade/RL.2.1/RL.2.1-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Why was Ava disappointed?. Standard RL.2.1."
2nd,2nd-grade,RL.2.5,RL.2.5-Q4,multiple_choice,images/2nd-grade/RL.2.5/RL.2.5-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Imagine you are starting to read a brand new story. What is the main reason the author writes the beginning part?. Standard RL.2.5."
2nd,2nd-grade,RL.2.7,RL.2.7-Q3,multiple_choice,images/2nd-grade/RL.2.7/RL.2.7-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: In a story, the picture shows a character named Lily sitting alone with her head down, while a big storm rages outside her window. Based on the picture, how is Lily most likely feeling?. Standard RL.2.7."
2nd,2nd-grade,RL.2.9,RL.2.9-Q1,multiple_choice,images/2nd-grade/RL.2.9/RL.2.9-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: In one Cinderella story, a girl wishes to go to a royal party, and a fairy godmother helps her get there. In another Cinderella story, a different girl also dreams of attending a royal party, and magic fish help her. Wha. Standard RL.2.9."
2nd,2nd-grade,RL.2.9,RL.2.9-Q2,multiple_choice,images/2nd-grade/RL.2.9/RL.2.9-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: When you compare two different versions of the same story, what is the most important thing to notice about them?. Standard RL.2.9."
2nd,2nd-grade,RL.2.9,RL.2.9-Q4,multiple_choice,images/2nd-grade/RL.2.9/RL.2.9-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Both 'The Three Little Pigs' and 'The True Story of the 3 Little Pigs!' tell about a wolf and three pigs. What is a *big difference* about the wolf in these two stories?. Standard RL.2.9."
2nd,2nd-grade,RL.2.9,RL.2.9-Q5,multiple_choice,images/2nd-grade/RL.2.9/RL.2.9-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Imagine you read two different versions of the same story. In the first version, the main character is saved by a friendly helper. In the second version, the main character figures out how to escape all by themselves. Wh. Standard RL.2.9."
2nd,2nd-grade,RI.2.1,RI.2.1-Q3,multiple_choice,images/2nd-grade/RI.2.1/RI.2.1-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which of these items did George Washington Carver create using peanuts?. Standard RI.2.1."
2nd,2nd-grade,RI.2.2,RI.2.2-Q1,multiple_choice,images/2nd-grade/RI.2.2/RI.2.2-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Dogs are very special animals that make great pets. They are often called ""man's best friend"" because they are so loyal and friendly. Dogs love to play with their families and often follow them around. Having a dog can m. Standard RI.2.2."
2nd,2nd-grade,RI.2.2,RI.2.2-Q3,multiple_choice,images/2nd-grade/RI.2.2/RI.2.2-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the passage below.. Standard RI.2.2."
2nd,2nd-grade,RI.2.2,RI.2.2-Q4,multiple_choice,images/2nd-grade/RI.2.2/RI.2.2-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Water is all around us, and it can look very different! Sometimes it's hard like a rock, and sometimes it flows like a river. Water can even disappear into the air. This is because water can change its shape or form.. Standard RI.2.2."
2nd,2nd-grade,RI.2.2,RI.2.2-Q5,multiple_choice,images/2nd-grade/RI.2.2/RI.2.2-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the passage below. What is the main topic of the passage? Many people love to have pets. Pets are animals that live with us in our homes. They can be fun and bring us joy. Dogs are popular pets. They like to play fe. Standard RI.2.2."
2nd,2nd-grade,RI.2.3,RI.2.3-Q4,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: After you spread peanut butter on one slice, what is the main reason you put the other slice of bread on top?. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q6,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: The passage explains that the sun makes ocean water evaporate. What must happen to the water vapor *after* it rises for clouds to form?. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q7,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q7.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Sea otters eat sea urchins. When there are fewer sea otters, the number of sea urchins grows. As a result, the sea urchins eat too much kelp, and the kelp forests disappear.. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q8,sentence_build,images/2nd-grade/RI.2.3/RI.2.3-Q8.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Put the ocean events in order from first to last.. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q9,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q9.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Clownfish live inside sea anemones. The anemone's stinging tentacles protect the clownfish from predators. In return, the clownfish cleans the anemone and brings it food.. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q10,category_sort,images/2nd-grade/RI.2.3/RI.2.3-Q10.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Sort each phrase — is it a cause or an effect?. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q11,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q11.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: When making sea salt, why is it important that the sun heats the ocean water?. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q12,missing_word,images/2nd-grade/RI.2.3/RI.2.3-Q12.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Pick the right word to fill the blank.. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q13,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q13.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Plastic bags look like jellyfish in the water. Because of this, sea turtles sometimes eat the plastic by mistake. This can make them very sick.. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q14,tap_to_pair,images/2nd-grade/RI.2.3/RI.2.3-Q14.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Match each cause to its effect!. Standard RI.2.3."
2nd,2nd-grade,RI.2.3,RI.2.3-Q15,multiple_choice,images/2nd-grade/RI.2.3/RI.2.3-Q15.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Based on the passage, how does the shallow ocean near the shore help plants grow on the ocean floor?. Standard RI.2.3."
2nd,2nd-grade,RI.2.4,RI.2.4-Q2,multiple_choice,images/2nd-grade/RI.2.4/RI.2.4-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Frogs often live near ponds and streams. These wet places are their habitats. What does the word **habitat** mean in this sentence?. Standard RI.2.4."
2nd,2nd-grade,RI.2.8,RI.2.8-Q1,multiple_choice,images/2nd-grade/RI.2.8/RI.2.8-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: The author says recess helps kids ""focus better in class."" How does this reason help you understand why ""recess is important for kids""?. Standard RI.2.8."
2nd,2nd-grade,RI.2.8,RI.2.8-Q2,multiple_choice,images/2nd-grade/RI.2.8/RI.2.8-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which of these is a reason the author gives for why you should drink more water?. Standard RI.2.8."
2nd,2nd-grade,RI.2.8,RI.2.8-Q4,multiple_choice,images/2nd-grade/RI.2.8/RI.2.8-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read the short text. ""You should always wear a helmet when you ride your bike. Wearing a helmet is important because it keeps your head safe if you fall down. So, remember your helmet!"" Which statement best shares the au. Standard RI.2.8."
2nd,2nd-grade,RI.2.9,RI.2.9-Q2,multiple_choice,images/2nd-grade/RI.2.9/RI.2.9-Q2.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read Text A and Text B about the ocean.Text A: The ocean is a big home for many amazing animals! Whales are the biggest animals in the ocean. They swim and sing loud songs. Small, colorful fish dart through coral reefs. . Standard RI.2.9."
2nd,2nd-grade,RI.2.9,RI.2.9-Q4,multiple_choice,images/2nd-grade/RI.2.9/RI.2.9-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Read these two texts. Text 1: 'Dogs are playful pets. They have soft fur. Dogs love to run and fetch balls. They often make a barking sound. Dogs need to go outside for walks.' Text 2: 'Cats are quiet pets. They also hav. Standard RI.2.9."
2nd,2nd-grade,RI.2.10,RI.2.10-Q1,multiple_choice,images/2nd-grade/RI.2.10/RI.2.10-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Based on the text, why would an octopus change its color?. Standard RI.2.10."
2nd,2nd-grade,RI.2.10,RI.2.10-Q5,multiple_choice,images/2nd-grade/RI.2.10/RI.2.10-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Over many years, what causes a volcano to slowly get taller and wider?. Standard RI.2.10."
2nd,2nd-grade,RF.2.3,RF.2.3-Q3,multiple_choice,images/2nd-grade/RF.2.3/RF.2.3-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: If you are *not feeling happy*, which word best describes how you feel?. Standard RF.2.3."
2nd,2nd-grade,RF.2.3,RF.2.3-Q5,multiple_choice,images/2nd-grade/RF.2.3/RF.2.3-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What sound does the 'au' make in the word 'because'?. Standard RF.2.3."
2nd,2nd-grade,RF.2.3a,RF.2.3a-Q4,multiple_choice,images/2nd-grade/RF.2.3a/RF.2.3a-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word has a short 'a' sound?. Standard RF.2.3a."
2nd,2nd-grade,RF.2.3a,RF.2.3a-Q5,multiple_choice,images/2nd-grade/RF.2.3a/RF.2.3a-Q5.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word has the same vowel sound as the word 'kite'?. Standard RF.2.3a."
2nd,2nd-grade,RF.2.3b,RF.2.3b-Q3,multiple_choice,images/2nd-grade/RF.2.3b/RF.2.3b-Q3.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which word correctly completes the sentence and has the same vowel sound as **rain**? We went to the park to ______.. Standard RF.2.3b."
2nd,2nd-grade,RF.2.3b,RF.2.3b-Q4,multiple_choice,images/2nd-grade/RF.2.3b/RF.2.3b-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What sound does the 'oa' vowel team make in the word 'goat'?. Standard RF.2.3b."
2nd,2nd-grade,RF.2.3c,RF.2.3c-Q4,multiple_choice,images/2nd-grade/RF.2.3c/RF.2.3c-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Which choice shows how to correctly say the word **robot**?. Standard RF.2.3c."
2nd,2nd-grade,RF.2.3d,RF.2.3d-Q4,multiple_choice,images/2nd-grade/RF.2.3d/RF.2.3d-Q4.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: What does it mean if something is ""helpful""?. Standard RF.2.3d."
2nd,2nd-grade,RF.2.3d,RF.2.3d-Q6,tap_to_pair,images/2nd-grade/RF.2.3d/RF.2.3d-Q6.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: Match each word to its meaning!. Standard RF.2.3d."
2nd,2nd-grade,RF.2.3e,RF.2.3e-Q1,multiple_choice,images/2nd-grade/RF.2.3e/RF.2.3e-Q1.png,"Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. Scene: If you were trying to sound out each word below, which one would be the trickiest to read because its letter sounds don't follow the usual phonics rules?. Standard RF.2.3e."
